id	state	year	spend	population	crime	crime_rate	spend_rate	ratio	
Ohio::2009	Ohio	2009	1515563.99	11542645	38305	0.0033185634661726145	0.13130127366821037	39.565696123221514	
Ohio::2008	Ohio	2008	839483.86	11485910	40436	0.003520487275279016	0.07308814538856738	20.76080373924226	
District Of Columbia::2009	District Of Columbia	2009	1207476.6				1207476.6	1207476.6	
Ohio::2007	Ohio	2007	449397.16000000003	11466917	40759	0.003554486354091514	0.03919075720178319	11.025716038175618	
South Dakota::2006	South Dakota	2006	51659.0	781919	2071	0.0026486119406230056	0.0660669455531839	24.943988411395463	
Oklahoma::2011	Oklahoma	2011	1178131.17	3784163	17311	0.004574591527901943	0.3113320356443419	68.05679452371324	
Ohio::2006	Ohio	2006	2305454.62	11478006	41491	0.0036148264777000464	0.20085846095567472	55.56517365211733	
Oklahoma::2012	Oklahoma	2012	3223742.17	3814820	17902	0.004692750903057025	0.8450574784655632	180.07720757457267	
South Dakota::2008	South Dakota	2008	2438.0	804194	2227	0.0027692322996689853	0.0030316068013439544	1.0947462954647509	
South Dakota::2007	South Dakota	2007	138755.0	796214	1926	0.0024189476698475536	0.1742684755605905	72.04309449636553	
Oklahoma::2010	Oklahoma	2010	547758.59	3760184	18100	0.004813594228367548	0.1456733473681075	30.26290552486188	
Michigan::2006	Michigan	2006	892709.5800000001	10095643	56981	0.005644117962570586	0.08842523254833794	15.66679384356189	
Michigan::2007	Michigan	2007	189293.72	10071822	53765	0.005338160265342259	0.018794386954018846	3.520761089928392	
South Dakota::2009	South Dakota	2009		812383	1777	0.002187391907511605	0.0	0.0	
Michigan::2008	Michigan	2008	928006.5	10003422	51512	0.005149437862363499	0.09276890448088664	18.015345938810373	
Michigan::2009	Michigan	2009	1424260.05	9969727	49825	0.0049976293232502755	0.1428584804779509	28.585249372804817	
Maine::2012	Maine	2012	6210507.76	1329192	1631	0.001227061252249487	4.672393273507514	3807.7913917841815	
Maine::2011	Maine	2011	905307.21	1328544	1638	0.0012329286798179059	0.681428097225233	552.6906043956044	
Maine::2010	Maine	2010	460032.49	1327379	1621	0.0012212035899317377	0.34657207172932525	283.79549043800125	
Alaska::2006	Alaska	2006	15713.0	670053	4610	0.006880052771944906	0.02345038377561178	3.4084598698481563	
District Of Columbia::2010	District Of Columbia	2010	4614720.0				4614720.0	4614720.0	
District Of Columbia::2011	District Of Columbia	2011	207794.69999999998				207794.69999999998	207794.69999999998	
Ohio::2012	Ohio	2012	2.4587617919999998E7	11544225	34595	0.00299673646346983	2.129863019821599	710.7275016620898	
Ohio::2011	Ohio	2011	4344782.88	11541007	35218	0.003051553473626695	0.37646479895558504	123.36824578340621	
District Of Columbia::2012	District Of Columbia	2012	419675.88				419675.88	419675.88	
Ohio::2010	Ohio	2010	1420330.91	11537968	36306	0.0031466545929057874	0.12310061095679932	39.121106979562605	
Oregon::2010	Oregon	2010	483550.23	3838332	9648	0.0025135918414561326	0.12597926130412898	50.119219527363185	
Alaska::2007	Alaska	2007	552.0	683478	4520	0.006613234076297994	8.076338960434718E-4	0.12212389380530973	
Alaska::2008	Alaska	2008	37500.0	686293	4475	0.00652053860377419	0.05464138494782841	8.379888268156424	
South Dakota::2011	South Dakota	2011	362641.91000000003	823593	2105	0.0025558740785800753	0.44031689195998513	172.27644180522566	
Oregon::2012	Oregon	2012	2903822.98	3899353	9653	0.0024755388906826338	0.7446935376202155	300.82077903242515	
Alaska::2009	Alaska	2009	5766.33	698473	4424	0.006333816768865797	0.008255623338339492	1.3034199819168173	
South Dakota::2010	South Dakota	2010	22020.989999999998	816598	2196	0.002689205704642921	0.026966744958963895	10.027773224043715	
Oregon::2011	Oregon	2011	1178098.95	3868229	9643	0.0024928720610904887	0.3045577058648803	122.17141449756299	
South Dakota::2012	South Dakota	2012	1210787.37	833354	2682	0.0032183201856593956	1.452908811861466	451.44942953020137	
New Mexico::2009	New Mexico	2009	1307549.58	2009671	12709	0.006323920681544392	0.6506286750418352	102.8837500983555	
Oregon::2007	Oregon	2007	82694.7	3747455	11015	0.002939328157376139	0.022066896066797334	7.507462551066727	
Alaska::2010	Alaska	2010	23843.46	714146	4537	0.006353042655143346	0.033387374570465984	5.2553361251928585	
New Mexico::2006	New Mexico	2006		1954599	12797	0.006547122964863893	0.0	0.0	
Oregon::2006	Oregon	2006	189619.25	3700758	10534	0.0028464438906840167	0.051237949090429585	18.000688247579266	
Alaska::2011	Alaska	2011	600861.18	723860	4416	0.006100627193103639	0.8300792694719974	136.06457880434783	
Oregon::2009	Oregon	2009	37002.0	3825657	9968	0.0026055655276989026	0.009672064170938481	3.712078651685393	
New Mexico::2008	New Mexico	2008	42219.0	1984356	12967	0.006534613748742665	0.021275920248181274	3.255880311560114	
Alaska::2012	Alaska	2012	279323.9	731449	4412	0.006031862781957457	0.38187747881260353	63.31004079782412	
Oregon::2008	Oregon	2008	22537.68	3790060	9909	0.0026144704833168868	0.005946523274037878	2.274465637299425	
New Mexico::2007	New Mexico	2007	1109163.0	1969915	13311	0.006757144343791484	0.5630511976405074	83.32679738562092	
Louisiana::2009	Louisiana	2009	1932977.5	4492076	28878	0.006428653477812931	0.43030828062570625	66.93598933444144	
Louisiana::2007	Louisiana	2007	913992.71	4293204	31789	0.007404493240945457	0.21289291401014254	28.751854729623453	
Louisiana::2008	Louisiana	2008	427116.25	4410796	29613	0.006713754161380395	0.09683427889206393	14.42326849694391	
Tennessee::2007	Tennessee	2007	1196019.48	6156719	46482	0.007549800470023076	0.19426247649113107	25.730809345553116	
Oklahoma::2008	Oklahoma	2008	400679.15	3642361	19359	0.005314959170713721	0.11000533719749361	20.697306162508394	
Tennessee::2006	Tennessee	2006	1766822.53	6038803	46043	0.007624524264162947	0.29257826923646957	38.373314727537306	
Oklahoma::2009	Oklahoma	2009	1217236.54	3687050	18560	0.005033834637447282	0.3301383328134959	65.58386530172415	
Louisiana::2006	Louisiana	2006	678132.75	4287768	30923	0.0072119107190500974	0.15815518703437312	21.929720596319893	
District Of Columbia::2008	District Of Columbia	2008	1.281384E7				1.281384E7	1.281384E7	
Tennessee::2009	Tennessee	2009	4236426.94	6296254	41933	0.006659991798297845	0.6728487986666358	101.02847256337492	
Oklahoma::2006	Oklahoma	2006	860004.26	3579212	17905	0.005002497756489417	0.24027754153707576	48.03151410220609	
Tennessee::2008	Tennessee	2008	430499.87	6214888	44913	0.007226678903948068	0.06926912761742449	9.585195155077594	
Oklahoma::2007	Oklahoma	2007	15665.84	3617316	18234	0.005040753973388004	0.004330791116949694	0.8591554239333115	
Maryland::2007	Maryland	2007	272132.0	5618344	36063	0.006418795289145698	0.0484363364009039	7.546016693009456	
Connecticut::2012	Connecticut	2012	1376794.78	3590347	10160	0.0028298100434303425	0.3834712299396131	135.5112972440945	
Maryland::2006	Maryland	2006	653499.65	5615727	38111	0.00678647662181584	0.11636955464537362	17.147271129070347	
Connecticut::2010	Connecticut	2010	931656.76	3575498	10083	0.002820026748721437	0.260566992346241	92.39876624020629	
Connecticut::2011	Connecticut	2011	187556.0	3586717	9889	0.002757117441939244	0.05229183122058417	18.9661239761351	
Nebraska::2012	Nebraska	2012	286416.33	1855525	4814	0.002594413979870926	0.15435864782204498	59.49653718321562	
Nebraska::2011	Nebraska	2011	2729.55	1842234	4672	0.002536051337669373	0.0014816521679656331	0.5842358732876712	
Maryland::2009	Maryland	2009	4016619.59	5699478	33625	0.005899663091953333	0.7047346423654938	119.4533707063197	
Nebraska::2010	Nebraska	2010	1080.0	1830141	5093	0.002782845693309969	5.901184662821062E-4	0.21205576281170233	
Maryland::2008	Maryland	2008	287528.23	5633597	35393	0.006282487014956874	0.05103812537531527	8.123872799706156	
Alabama::2008	Alabama	2008	839680.5700000001	4661900	21110	0.004528196658014972	0.18011552585855553	39.77643628612032	
Alabama::2007	Alabama	2007	1091734.38	4627851	20775	0.004489124649864483	0.23590525710529572	52.550391335740066	
Alabama::2006	Alabama	2006	2600035.6	4599030	19553	0.0042515486961380985	0.565344344350874	132.97374315961744	
Louisiana::2012	Louisiana	2012	2660903.19	4601893	22868	0.004969259389559905	0.578219265419687	116.35924392163722	
Delaware::2012	Delaware	2012	7670938.71	917092	5020	0.005473823782128729	8.364415685667305	1528.075440239044	
Louisiana::2010	Louisiana	2010	403528.91000000003	4545343	25241	0.005553156274454975	0.08877853882534278	15.987041321659207	
Delaware::2011	Delaware	2011	1605017.56	908137	5144	0.005664343595735004	1.7673738213507435	312.0174105754277	
Louisiana::2011	Louisiana	2011	566761.11	4574766	25373	0.005546294608292534	0.12388854643057153	22.33717376739053	
Delaware::2010	Delaware	2010	7798.26	899792	5608	0.006232551523018653	0.008666736312392197	1.3905599144079885	
Tennessee::2010	Tennessee	2010	2132855.58	6357436	38909	0.00612023463547254	0.3354899019038493	54.81650980492945	
Tennessee::2012	Tennessee	2012	2.709715687E7	6456243	41550	0.006435631372610975	4.19704724094183	652.1578067388689	
Tennessee::2011	Tennessee	2011	9584046.01	6399787	38895	0.006077546018328423	1.4975570296323923	246.4081761151819	
Alabama::2009	Alabama	2009	3777572.14	4708708	21194	0.004501022361123264	0.8022523673160451	178.23780975747854	
Washington::2006	Washington	2006	273560.86	6395798	22303	0.0034871332709382	0.04277196684448133	12.265653051159036	
Alabama::2011	Alabama	2011	8981300.14	4803689	20166	0.004198023643912002	1.8696672786269055	445.36844887434296	
Washington::2007	Washington	2007	141262.13	6468424	21768	0.003365271045930199	0.021838724548669045	6.48944000367512	
Alabama::2010	Alabama	2010	3391569.46	4785401	18363	0.003837295975823134	0.708732551357765	184.69582639002343	
Washington::2008	Washington	2008	133344.54	6549224	21888	0.003342075335948198	0.02036035719651672	6.092129934210527	
Washington::2009	Washington	2009	5985557.83	6664195	22412	0.0033630468496194965	0.8981666697928257	267.0693302694985	
Connecticut::2006	Connecticut	2006	55904.0	3504809	10505	0.0029973102671215462	0.01595065522828776	5.321656354117087	
Connecticut::2009	Connecticut	2009	70430.5	3518288	10588	0.003009418217041925	0.0200184009950294	6.651917264828107	
Connecticut::2007	Connecticut	2007	207482.97	3502309	10547	0.0030114418801996056	0.0592417659321322	19.672226225466957	
South Carolina::2010	South Carolina	2010	1468928.67	4637106	27923	0.006021643671721112	0.3167770307601336	52.60640583031909	
Connecticut::2008	Connecticut	2008	81227.91	3501252	10737	0.003066617312892645	0.0231996754303889	7.565233305392568	
South Carolina::2011	South Carolina	2011	1.472111033E7	4673348	27894	0.005968740183696999	3.1500137224961633	527.7518581056859	
South Carolina::2012	South Carolina	2012	9293535.37	4723723	26397	0.005588176952797614	1.9674175158026834	352.06786263590556	
Alabama::2012	Alabama	2012	7.714028414E7	4822023	21693	0.004498734244942424	15.997494026884567	3555.998900106025	
Michigan::2010	Michigan	2010	1071272.3800000001	9877143	48693	0.004929866865347601	0.10845974185045211	22.000541761649522	
South Carolina::2006	South Carolina	2006	1568154.35	4321249	33322	0.007711196461948849	0.36289377214782115	47.06063111457896	
Michigan::2011	Michigan	2011	3283535.63	9876801	43731	0.004427648182847867	0.33244930519507276	75.08485124968557	
South Carolina::2007	South Carolina	2007	271674.0	4407709	34630	0.007856689268733485	0.06163610165734625	7.845047646549235	
Michigan::2012	Michigan	2012	2.513073615E7	9883360	44922	0.0045452153923362095	2.5427320415324344	559.4304828369172	
South Carolina::2008	South Carolina	2008	1564936.6	4479800	32746	0.007309701325952052	0.34933180052680923	47.790160630306	
Delaware::2006	Delaware	2006	32244.42	853476	5983	0.0070101561145246025	0.03778011332480351	5.389339796088918	
South Carolina::2009	South Carolina	2009	859886.5	4561242	30799	0.006752327545874567	0.18852025391329819	27.919299327900255	
Delaware::2009	Delaware	2009	5617.68	885122	5713	0.006454477461864014	0.006346786092764614	0.9833152459303344	
Delaware::2008	Delaware	2008	2468.26	873092	6187	0.007086309346552254	0.002827033119075653	0.39894294488443516	
Delaware::2007	Delaware	2007	1996.0	864764	6100	0.007053947666646623	0.002308144187315846	0.32721311475409837	
New Hampshire::2010	New Hampshire	2010	10866.6	1316807	2204	0.0016737456590069767	0.00825223438210763	4.930399274047187	
Indiana::2008	Indiana	2008	383846.07999999996	6376792	21525	0.0033755217356940606	0.06019422932408646	17.832570499419276	
New Hampshire::2011	New Hampshire	2011	693286.26	1317807	2864	0.002173307623954039	0.526090891913611	242.0692248603352	
Indiana::2009	Indiana	2009	2752116.54	6423113	21455	0.0033402806396213174	0.428470827151881	128.27390072244233	
District of Columbia::2012	District of Columbia	2012		632323	7864	0.012436681885681844	0.0	0.0	
New Hampshire::2012	New Hampshire	2012	4474448.44	1320718	2481	0.001878523651528941	3.3878908593658905	1803.4858686013706	
District of Columbia::2011	District of Columbia	2011		619020	7433	0.012007689573842526	0.0	0.0	
District of Columbia::2010	District of Columbia	2010		604912	8026	0.01326804560002116	0.0	0.0	
Washington::2010	Washington	2010	1499059.04	6742950	21138	0.003134829711031522	0.22231501642456195	70.91773299271455	
Washington::2011	Washington	2011	2375921.93	6823267	20152	0.002953423924345918	0.3482088462902009	117.90005607383884	
Indiana::2006	Indiana	2006	689785.57	6313520	20303	0.003215797209797387	0.10925530765721815	33.974563857557996	
Washington::2012	Washington	2012	9171311.48	6897012	20386	0.0029557727317278846	1.32975141699043	449.8828352791131	
Indiana::2007	Indiana	2007	270660.37	6345289	21310	0.003358397072221612	0.04265532586459025	12.701096668230877	
District of Columbia::2009	District of Columbia	2009		599657	8089	0.013489378094477342	0.0	0.0	
New Hampshire::2006	New Hampshire	2006	44187.0	1314895	1785	0.0013575228440293712	0.03360496465497245	24.754621848739497	
Arizona::2010	Arizona	2010	801384.38	6413158	26528	0.004136495623529001	0.12495940065721131	30.20900105548854	
Arizona::2012	Arizona	2012	2.039665476E7	6553255	28108	0.004289166223502672	3.1124463735960224	725.6530083961862	
Illinois::2006	Illinois	2006	1685425.85	12831970	69498	0.005416003933924409	0.13134583777861078	24.25142953754065	
Arizona::2011	Arizona	2011	1.161139885E7	6467315	26789	0.004142213577040858	1.795397139307425	433.43905520922766	
Indiana::2010	Indiana	2010	1090269.18	6490622	20983	0.0032328180565745473	0.1679760707063206	51.95964256779297	
Nebraska::2006	Nebraska	2006	22172.48	1768331	5197	0.0029389294198880187	0.012538648024606252	4.266399846065037	
Illinois::2007	Illinois	2007	137532.35	12852548	68528	0.005331861044206954	0.010700784778240081	2.006951173243054	
Illinois::2008	Illinois	2008	1447369.78	12901563	67780	0.005253627021780229	0.11218561502974485	21.35393596931248	
Illinois::2009	Illinois	2009	2817042.7600000002	12910409	64185	0.004971569839499275	0.21819934287132192	43.889425255121914	
New Hampshire::2007	New Hampshire	2007	2272.0	1315828	1896	0.0014409178099265253	0.0017266694431187055	1.1983122362869199	
Indiana::2011	Indiana	2011	6488810.95	6516353	21619	0.003317653294718687	0.9957733950263284	300.1438988852398	
Arizona::2007	Arizona	2007	582688.04	6338755	32835	0.0051800392979378445	0.0919246823705917	17.745943048576216	
New Hampshire::2008	New Hampshire	2008	54780.0	1315809	2054	0.001561016834510176	0.04163218217841647	26.669912366114897	
Nebraska::2009	Nebraska	2009	35617.1	1796619	5199	0.0028937687957212967	0.01982451482479034	6.850759761492594	
Indiana::2012	Indiana	2012	1.967523206E7	6537334	22602	0.0034573726843389065	3.0096721476981285	870.508453234227	
Arizona::2006	Arizona	2006	682487.74	6166318	33456	0.0054256040638838285	0.11067994547151153	20.39956181252989	
New Hampshire::2009	New Hampshire	2009	534.0	1324575	2125	0.0016042881679029122	4.031481796047789E-4	0.25129411764705883	
Nebraska::2008	Nebraska	2008	37595.71	1783432	5570	0.0031231916888336646	0.02108054021684034	6.749678635547576	
Arizona::2009	Arizona	2009	2839420.73	6595778	28128	0.004264546199098878	0.43049064568273826	100.94641389362913	
Nebraska::2007	Nebraska	2007	2994.0	1774571	5524	0.003112865024842624	0.0016871683353328777	0.5419985517740767	
Arizona::2008	Arizona	2008	2761093.7800000003	6500180	31567	0.004856327055558461	0.42477189554750794	87.46772832388254	
Massachusetts::2012	Massachusetts	2012	5771547.46	6646144	26953	0.00405543424879148	0.8684054182395085	214.1337684116796	
Massachusetts::2011	Massachusetts	2011	1142670.34	6607003	28232	0.004273041801252399	0.17294836100422536	40.47429654293001	
Massachusetts::2010	Massachusetts	2010	528360.13	6555466	30737	0.004688758968469976	0.08059840902233342	17.18971044669291	
Rhode Island::2012	Rhode Island	2012	3829896.96	1050292	2651	0.0025240599757019953	3.6465068380983574	1444.698966427763	
Idaho::2012	Idaho	2012	1933997.79	1595728	3318	0.002079301735634143	1.2119846176792035	582.8805877034358	
Rhode Island::2011	Rhode Island	2011	1517149.84	1050646	2586	0.0024613428309820814	1.4440161957500435	586.6782057231245	
Rhode Island::2010	Rhode Island	2010	471109.57	1052528	2709	0.0025738032622410045	0.44759813515649943	173.90534145441123	
Idaho::2011	Idaho	2011	753985.12	1583744	3202	0.002021791400630405	0.4760776489129556	235.47317926296066	
Idaho::2010	Idaho	2010	130170.82	1571102	3464	0.0022048218384293316	0.08285319476393004	37.57818129330254	
Rhode Island::2009	Rhode Island	2009	175922.45	1053209	2678	0.002542705199063054	0.16703470061497766	65.6917289021658	
Rhode Island::2008	Rhode Island	2008	42742.0	1050788	2656	0.0025276268857276634	0.04067614019193215	16.09262048192771	
Rhode Island::2007	Rhode Island	2007	1118335.92	1057832	2424	0.0022914791762775185	1.0571961521300168	461.359702970297	
Massachusetts::2009	Massachusetts	2009	277013.54	6593587	30503	0.004626161753837479	0.04201257069937804	9.08151788348687	
Massachusetts::2008	Massachusetts	2008	16934.0	6497967	30137	0.004637912134672275	0.00260604586018981	0.5619006536815211	
North Carolina::2007	North Carolina	2007	838506.0	9061032	42231	0.004660727387343958	0.09253979016959657	19.855224834836967	
North Carolina::2006	North Carolina	2006	2333849.49	8856505	42088	0.004752213203741205	0.2635181135222077	55.45166056833302	
North Carolina::2009	North Carolina	2009	5895750.75	9380884	37946	0.0040450345617747754	0.6284856256617181	155.37212749696937	
North Carolina::2008	North Carolina	2008	380872.11	9222414	43125	0.004676107578774928	0.041298526611362275	8.83181704347826	
Massachusetts::2007	Massachusetts	2007	10362.0	6449755	28487	0.004416756915572762	0.0016065726527596785	0.3637448660792642	
Massachusetts::2006	Massachusetts	2006	167098.26	6437193	32217	0.005004821200793576	0.02595824919339843	5.186648663748953	
New Jersey::2010	New Jersey	2010	25000.0	8799593	27055	0.003074574017230115	0.0028410404890317088	0.9240436148586213	
District of Columbia::2006	District of Columbia	2006		581530	8772	0.015084346465358623	0.0	0.0	
New Jersey::2012	New Jersey	2012	4031916.61	8864590	25727	0.002902221084111053	0.45483396412016797	156.71926808411396	
District of Columbia::2008	District of Columbia	2008		591833	8509	0.01437736658820985	0.0	0.0	
New Jersey::2011	New Jersey	2011	432093.74	8834773	27203	0.0030790830732153503	0.048908301322512754	15.884047347719001	
District of Columbia::2007	District of Columbia	2007		588292	8325	0.014151135830505939	0.0	0.0	
Florida::2006	Florida	2006	4212941.42	18089888	129602	0.007164334019093982	0.23288930368170327	32.50676239564204	
Utah::2006	Utah	2006	304218.65	2550063	5771	0.0022630813434805336	0.11929848399823849	52.71506671287472	
Florida::2007	Florida	2007	1495428.94	18251243	131878	0.007225699641388809	0.08193573117184402	11.339487556681174	
Utah::2007	Utah	2007	2102.0	2645330	6347	0.0023993225797915574	7.946078561086896E-4	0.33118008507956515	
Florida::2008	Florida	2008	8313753.26	18328340	126256	0.006888567104276765	0.45360099496190054	65.84838154226334	
Utah::2008	Utah	2008	21008.0	2736424	6165	0.0022529403338079185	0.007677172835788606	3.407623682076237	
Florida::2009	Florida	2009	3218355.1999999997	18537969	113541	0.006124780983288946	0.17360883492684662	28.345313146792787	
Utah::2009	Utah	2009	57283.090000000004	2784572	5998	0.00215401146028905	0.020571595922102212	9.550365121707236	
Idaho::2009	Idaho	2009	275758.1	1545801	3805	0.0024615070115752286	0.1783917205384134	72.47256241787122	
North Carolina::2010	North Carolina	2010	20115.69	9560234	34679	0.0036274216718963155	0.002104100171606678	0.5800539231235041	
Florida::2010	Florida	2010	4.013648871E7	18838613	101969	0.005412765791197048	2.130543724742368	393.61461532426523	
Florida::2011	Florida	2011	1.6466395012E8	19082262	98198	0.005146035621982342	8.629163047860889	1676.8564545102752	
North Carolina::2012	North Carolina	2012	5042267.69	9752073	34464	0.003534017844206047	0.5170457286363628	146.30535312209844	
Minnesota::2007	Minnesota	2007	498916.37	5197621	15054	0.002896325068718939	0.09598937090642046	33.141780922014085	
Idaho::2006	Idaho	2006	65616.13	1466465	3666	0.0024998891893089847	0.0447444228126822	17.89856246590289	
Florida::2012	Florida	2012	9977229.75	19317568	94087	0.004870540639484225	0.5164847743773957	106.04259621414224	
North Carolina::2011	North Carolina	2011	307065.99	9651103	33421	0.003462920248597492	0.03181667318232952	9.187815744591724	
Minnesota::2006	Minnesota	2006	576050.8	5167101	16042	0.0031046422355591654	0.1114843313494356	35.90891410048623	
Idaho::2008	Idaho	2008	13928.23	1523816	3680	0.002414989736293621	0.009140362090961113	3.7848451086956523	
Idaho::2007	Idaho	2007	1091.38	1499402	3841	0.0025616879262532664	7.278768469029654E-4	0.2841395469929706	
Minnesota::2009	Minnesota	2009	342155.21	5266214	12874	0.002444640495050144	0.06497176339586656	26.577226192325618	
Minnesota::2008	Minnesota	2008	387912.92	5220393	13853	0.002653631632714242	0.07430722552880598	28.00208763444741	
Colorado::2010	Colorado	2010	481151.83	5047692	16339	0.003236924915387072	0.09532115469802833	29.448058632719263	
Utah::2010	Utah	2010	56239.47	2775479	5925	0.002134766647486794	0.020262978030098588	9.491893670886077	
Colorado::2011	Colorado	2011	2180814.7600000002	5116302	16085	0.0031438722733724473	0.4262482472692191	135.5806502953062	
Utah::2011	Utah	2011	239318.94	2814347	5547	0.0019709723072528014	0.08503533501732373	43.14385073012439	
Utah::2012	Utah	2012	1060782.17	2855287	5876	0.002057936732804793	0.3715150771183422	180.52793907420013	
Minnesota::2010	Minnesota	2010	42397.66	5310658	12515	0.002356581802104372	0.007983504115685854	3.3877475029964046	
Colorado::2012	Colorado	2012	5154645.36	5187582	16023	0.0030887222601975258	0.9936508685549453	321.70288709979405	
Iowa::2009	Iowa	2009	35649.3	3007856	8485	0.002820946215510317	0.011852063396651968	4.201449616971126	
